filename,identifier_type,identifier
1508.05874v1.pdf,arxiv,1508.05874v1
1509.05456v1.pdf,arxiv,1509.05456v1
1509.08126v1.pdf,arxiv,1509.08126v1
1510.00388v1.pdf,arxiv,1510.00388v1
1510.03132v1.pdf,arxiv,1510.03132v1
1510.04773v1.pdf,arxiv,1510.04773v1
1511.02361v1.pdf,arxiv,1511.02361v1
1511.04724v1.pdf,arxiv,1511.04724v1
1511.07781v1.pdf,arxiv,1511.07781v1
1604.06052v1.pdf,arxiv,1604.06052v1
1604.07150v1.pdf,arxiv,1604.07150v1
1611.00427v1.pdf,arxiv,1611.00427v1
1612.03580v1.pdf,arxiv,1612.03580v1
1612.05177v1.pdf,arxiv,1612.05177v1
1612.06875v1.pdf,arxiv,1612.06875v1
1701.03250v1.pdf,arxiv,1701.03250v1
1702.04484v2.pdf,arxiv,1702.04484v2
1703.07240v1.pdf,arxiv,1703.07240v1
1703.10286v1.pdf,arxiv,1703.10286v1
1704.05691v1.pdf,arxiv,1704.05691v1
1705.00409v2.pdf,arxiv,1705.00409v2
1705.02052v1.pdf,arxiv,1705.02052v1
1706.08073v1.pdf,arxiv,1706.08073v1
1706.08074v1.pdf,arxiv,1706.08074v1
1706.08077v1.pdf,arxiv,1706.08077v1
1706.09133v1.pdf,arxiv,1706.09133v1
1707.02949v2.pdf,arxiv,1707.02949v2
1709.01048v1.pdf,arxiv,1709.01048v1
1709.07133v1.pdf,arxiv,1709.07133v1
1710.05321v1.pdf,arxiv,1710.05321v1
1711.01227v1.pdf,arxiv,1711.01227v1
1711.03250v1.pdf,arxiv,1711.03250v1
1712.10032v1.pdf,arxiv,1712.10032v1
1802.03913v1.pdf,arxiv,1802.03913v1
1802.04565v1.pdf,arxiv,1802.04565v1
1802.04570v1.pdf,arxiv,1802.04570v1
1803.11277v2.pdf,arxiv,1803.11277v2
1804.04745v1.pdf,arxiv,1804.04745v1
1804.05249v1.pdf,arxiv,1804.05249v1
1804.08722v2.pdf,arxiv,1804.08722v2
1805.04977v1.pdf,arxiv,1805.04977v1
1805.06168v1.pdf,arxiv,1805.06168v1
1805.10335v1.pdf,arxiv,1805.10335v1
1805.10954v2.pdf,arxiv,1805.10954v2
1806.04867v1.pdf,arxiv,1806.04867v1
1808.02768v1.pdf,arxiv,1808.02768v1
1808.06456v1.pdf,arxiv,1808.06456v1
1808.06694v1.pdf,arxiv,1808.06694v1
1809.07957v1.pdf,arxiv,1809.07957v1
1810.06327v1.pdf,arxiv,1810.06327v1
1810.07108v1.pdf,arxiv,1810.07108v1
1811.09438v1.pdf,arxiv,1811.09438v1
1812.05150v1.pdf,arxiv,1812.05150v1
1901.10873v1.pdf,arxiv,1901.10873v1
1902.01371v1.pdf,arxiv,1902.01371v1
1903.03178v4.pdf,arxiv,1903.03178v4
1904.11732v1.pdf,arxiv,1904.11732v1
1905.00601v1.pdf,arxiv,1905.00601v1
1908.02187v2.pdf,arxiv,1908.02187v2
1908.06269v1.pdf,arxiv,1908.06269v1
1909.03511v2.pdf,arxiv,1909.03511v2
1909.03549v1.pdf,arxiv,1909.03549v1
1910.12401v1.pdf,arxiv,1910.12401v1
1911.02619v1.pdf,arxiv,1911.02619v1
1912.09777v1.pdf,arxiv,1912.09777v1
1912.13412v2.pdf,arxiv,1912.13412v2
2003.03247v1.pdf,arxiv,2003.03247v1
2004.03345v1.pdf,arxiv,2004.03345v1
2004.10334v1.pdf,arxiv,2004.10334v1
2007.07276v2.pdf,arxiv,2007.07276v2
2008.04117v1.pdf,arxiv,2008.04117v1
2008.04121v1.pdf,arxiv,2008.04121v1
2009.05764v1.pdf,arxiv,2009.05764v1
2009.05989v2.pdf,arxiv,2009.05989v2
2009.08784v1.pdf,arxiv,2009.08784v1
2009.09542v1.pdf,arxiv,2009.09542v1
2009.11411v1.pdf,arxiv,2009.11411v1
2009.12957v1.pdf,arxiv,2009.12957v1
2103.16246v1.pdf,arxiv,2103.16246v1
2104.06657v1.pdf,arxiv,2104.06657v1
2104.13594v1.pdf,arxiv,2104.13594v1
2104.15095v3.pdf,arxiv,2104.15095v3
2105.02473v1.pdf,arxiv,2105.02473v1
2106.10474v2.pdf,arxiv,2106.10474v2
2107.01993v1.pdf,arxiv,2107.01993v1
2108.03463v3.pdf,arxiv,2108.03463v3
2108.05751v1.pdf,arxiv,2108.05751v1
2109.14553v1.pdf,arxiv,2109.14553v1
2110.05236v1.pdf,arxiv,2110.05236v1
2110.09426v1.pdf,arxiv,2110.09426v1
2110.13597v1.pdf,arxiv,2110.13597v1
2110.15414v1.pdf,arxiv,2110.15414v1
2110.15666v1.pdf,arxiv,2110.15666v1
2111.01897v1.pdf,arxiv,2111.01897v1
2112.07507v1.pdf,arxiv,2112.07507v1
2112.07702v1.pdf,arxiv,2112.07702v1
2201.00403v1.pdf,arxiv,2201.00403v1
2201.03314v1.pdf,arxiv,2201.03314v1
2201.06510v1.pdf,arxiv,2201.06510v1
2201.10133v3.pdf,arxiv,2201.10133v3
2202.04283v1.pdf,arxiv,2202.04283v1
2202.10494v1.pdf,arxiv,2202.10494v1
2203.05904v1.pdf,arxiv,2203.05904v1
2203.09990v1.pdf,arxiv,2203.09990v1
2204.03575v2.pdf,arxiv,2204.03575v2
2204.11628v2.pdf,arxiv,2204.11628v2
2204.11766v1.pdf,arxiv,2204.11766v1
2205.01384v1.pdf,arxiv,2205.01384v1
2205.06623v1.pdf,arxiv,2205.06623v1
2207.03340v1.pdf,arxiv,2207.03340v1
2207.13503v1.pdf,arxiv,2207.13503v1
2208.07505v1.pdf,arxiv,2208.07505v1
2209.04277v3.pdf,arxiv,2209.04277v3
2210.04426v1.pdf,arxiv,2210.04426v1
2210.09226v1.pdf,arxiv,2210.09226v1
2211.05679v1.pdf,arxiv,2211.05679v1
2211.12133v1.pdf,arxiv,2211.12133v1
2301.12775v1.pdf,arxiv,2301.12775v1
2302.04788v1.pdf,arxiv,2302.04788v1
2302.12494v1.pdf,arxiv,2302.12494v1
2303.02004v3.pdf,arxiv,2303.02004v3
2305.07573v1.pdf,arxiv,2305.07573v1
2305.08248v1.pdf,arxiv,2305.08248v1
2305.09000v1.pdf,arxiv,2305.09000v1
2306.07136v1.pdf,arxiv,2306.07136v1
2306.07295v1.pdf,arxiv,2306.07295v1
2306.09811v1.pdf,arxiv,2306.09811v1
2306.13375v1.pdf,arxiv,2306.13375v1
2307.05237v1.pdf,arxiv,2307.05237v1
2307.09698v1.pdf,arxiv,2307.09698v1
2307.13879v2.pdf,arxiv,2307.13879v2
2308.00490v1.pdf,arxiv,2308.00490v1
2308.08382v2.pdf,arxiv,2308.08382v2
2308.13194v1.pdf,arxiv,2308.13194v1
2308.16326v1.pdf,arxiv,2308.16326v1
2309.11691v1.pdf,arxiv,2309.11691v1
2309.12890v1.pdf,arxiv,2309.12890v1
2310.19534v1.pdf,arxiv,2310.19534v1
2312.04459v3.pdf,arxiv,2312.04459v3
2312.17360v1.pdf,arxiv,2312.17360v1
2401.03225v2.pdf,arxiv,2401.03225v2
2401.06124v1.pdf,arxiv,2401.06124v1
2401.11778v1.pdf,arxiv,2401.11778v1
2402.07280v1.pdf,arxiv,2402.07280v1
2404.00106v1.pdf,arxiv,2404.00106v1
2404.06901v1.pdf,arxiv,2404.06901v1
2404.09913v2.pdf,arxiv,2404.09913v2
2404.10053v1.pdf,arxiv,2404.10053v1
2404.10669v1.pdf,arxiv,2404.10669v1
2404.11636v1.pdf,arxiv,2404.11636v1
2404.13393v2.pdf,arxiv,2404.13393v2
2404.14424v1.pdf,arxiv,2404.14424v1
2405.14203v1.pdf,arxiv,2405.14203v1
2406.11735v1.pdf,arxiv,2406.11735v1
2406.15095v2.pdf,arxiv,2406.15095v2
2407.08624v1.pdf,arxiv,2407.08624v1
2407.18284v1.pdf,arxiv,2407.18284v1
2407.20672v2.pdf,arxiv,2407.20672v2
2407.21270v1.pdf,arxiv,2407.21270v1
2408.03190v2.pdf,arxiv,2408.03190v2
2408.13485v2.pdf,arxiv,2408.13485v2
2409.01054v1.pdf,arxiv,2409.01054v1
2410.19392v1.pdf,arxiv,2410.19392v1
2411.01900v2.pdf,arxiv,2411.01900v2
2411.03474v3.pdf,arxiv,2411.03474v3
2411.17919v1.pdf,arxiv,2411.17919v1
2411.18643v1.pdf,arxiv,2411.18643v1
2411.18801v1.pdf,arxiv,2411.18801v1
2412.07609v1.pdf,arxiv,2412.07609v1
2412.09638v1.pdf,arxiv,2412.09638v1
2412.14109v1.pdf,arxiv,2412.14109v1
2503.02529v1.pdf,arxiv,2503.02529v1
2503.02845v1.pdf,arxiv,2503.02845v1
2503.07461v1.pdf,arxiv,2503.07461v1
2503.10711v1.pdf,arxiv,2503.10711v1
2503.23766v1.pdf,arxiv,2503.23766v1
2505.03355v1.pdf,arxiv,2505.03355v1
2505.09174v1.pdf,arxiv,2505.09174v1
2505.09606v2.pdf,arxiv,2505.09606v2
2505.10563v1.pdf,arxiv,2505.10563v1
2505.15565v1.pdf,arxiv,2505.15565v1
2505.15603v2.pdf,arxiv,2505.15603v2
2505.22729v2.pdf,arxiv,2505.22729v2
2506.13308v1.pdf,arxiv,2506.13308v1
cond-mat_0510522v1.pdf,arxiv,cond-mat/0510522v1
cond-mat_0701454v1.pdf,arxiv,cond-mat/0701454v1
s41563-024-02076-8.pdf,doi,10.1038/s41563-024-02076-8
